会社名,銘柄コード,業種,優先市場,決算月,都道府県,時価総額,PBR,売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,PER(会予),負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
サンヨーホームズ,1420,建設業,スタンダード（内国株式）,2025-03-31,大阪府,7799315968,0.51857173,45518339000.0,956035000.0,0.00754,673078000.0,0.02262,0.07575,0.3030685213634473,,35232145000.0,23316348000.0,45291402000.0,18407000000.0,10432054000.0,30140000.0,10080355000.0,1.2924665498049994
日本アクア,1429,建設業,プライム（内国株式）,2024-12-31,東京都,28036784128,2.746549,30265345000.0,2575689000.0,0.06561,1839630000.0,0.060599998,0.21040002,0.43810163917250866,10.706456,13525928000.0,13415988000.0,18819894000.0,4526173000.0,2263300000.0,3380000.0,5296332000.0,0.18890654419636582
ジンジブ,142A,サービス業,グロース（内国株式）,2025-03-31,大阪府,2264027904,,2400260000.0,62546000.0,0.0,-184425000.0,0.0,,0.18647821303869516,,1700830000.0,1339666000.0,1843605000.0,514605000.0,1593893000.0,50000.0,142810000.0,0.0630778444681219
ファーストコーポレーション,1430,建設業,スタンダード（内国株式）,2025-05-31,東京都,11397445632,1.167781,43194307000.0,2579580000.0,0.08248,1669537000.0,0.03864,0.18313,0.39216533382295893,5.925466,15128862000.0,11596123000.0,24208066000.0,4714443000.0,5400034000.0,32033000.0,9101627100.0,0.7985672749730736
Ｌｉｂ　Ｗｏｒｋ,1431,建設業,グロース（内国株式）,2025-06-30,熊本県,16739556352,3.5510314,16004726000.0,833260000.0,0.08713,494687000.0,0.030869998,0.10642,0.40912648858982825,,6808925000.0,4866377000.0,9304283000.0,3813001000.0,3897392000.0,10030000.0,2502379000.0,0.1494889677707033
ベステラ,1433,建設業,プライム（内国株式）,2025-01-31,東京都,9273064448,1.7744095,10897473000.0,373634000.0,0.03581,409806000.0,0.04907,0.10578,0.4393745681328702,12.235578,6192955000.0,5293229000.0,7130366000.0,3752104000.0,1599484000.0,3403448000.0,3319824600.0,0.35800728212516786
ＪＥＳＣＯホールディングス,1434,建設業,スタンダード（内国株式）,2024-08-31,,8387656192,1.122024,14804607000.0,1143652000.0,0.13688,1012359000.0,0.05643,0.15043001,0.374038726015868,25.39916,10987918000.0,6346864000.0,12998934000.0,5553036000.0,2692517000.0,239694000.0,2178801800.0,0.2597628884786793
ｒｏｂｏｔ　ｈｏｍｅ,1435,不動産業,スタンダード（内国株式）,2024-12-31,,16089267200,1.7118047,13157735000.0,1043975000.0,0.02026,912829000.0,0.04168,0.06052,0.7034606737293668,3.0782459,3922976000.0,3020042000.0,9823637000.0,1321375000.0,6501814000.0,1038034000.0,6627284800.0,0.41190718741994664
グリーンエナジー＆カンパニー,1436,建設業,グロース（内国株式）,2025-04-30,東京都,9858018304,1.8841782,11616630000.0,543538000.0,0.00178,275507000.0,0.0225,0.05485,0.39043408823797116,,8254681000.0,4266622000.0,11249763000.0,5757725000.0,979374000.0,234450000.0,3159197000.0,0.32046978434987494
岐阜造園,1438,建設業,スタンダード（内国株式）,2024-09-30,岐阜県,6218564608,1.5267771,5198677000.0,447218000.0,0.10399,340464000.0,0.063,0.095410004,0.7216716020060705,,1473507000.0,1219698000.0,3437601000.0,226672000.0,2447632000.0,286912000.0,2164932400.0,0.34814021184484895
イシン,143A,サービス業,グロース（内国株式）,2025-03-31,東京都,1861190144,1.5432742,1393451000.0,245115000.0,0.00317,177571000.0,0.11354,,0.5458102101709206,,519220000.0,517700000.0,1734316000.0,,1399156000.0,392647000.0,1489948900.0,0.8005355631197669
技研ホールディングス,1443,建設業,スタンダード（内国株式）,2025-03-31,東京都,3766394368,0.33622506,4906440000.0,623987000.0,0.15324001,491949000.0,0.11143,0.04778,0.6752903923732716,,5248911000.0,2260660000.0,4082888000.0,3305471000.0,1648906000.0,5911023000.0,2971693100.0,0.7890021090855667
ニッソウ,1444,建設業,グロース（内国株式）,2024-07-31,東京都,3068818432,1.8020076,4678961000.0,56392000.0,0.00978,25154000.0,0.038259998,0.12609,0.5424336375922353,,1266260000.0,1114130000.0,2124963000.0,774358000.0,1382734000.0,33090000.0,881866000.0,0.287363367869657
キャンディル,1446,建設業,スタンダード（内国株式）,2024-09-30,東京都,4964271104,1.727678,13224257000.0,359205000.0,-0.01191,137956000.0,0.00741,0.03607,0.4563902644507627,,3334644000.0,2959043000.0,3675954000.0,1499628000.0,1616316000.0,106500000.0,415860000.0,0.08377060625575375
ＳＡＡＦホールディングス,1447,建設業,グロース（内国株式）,2025-03-31,東京都,5719147520,2.196915,28855658000.0,334000000.0,0.01122,-129176000.0,-0.00145,-0.01492,0.1558328199412921,,14154678000.0,9510505000.0,10803735000.0,9484938000.0,3112252000.0,289202000.0,-3148501600.0,-0.5505193892952773
ＴＡＮＡＫＥＮ,1450,建設業,スタンダード（内国株式）,2025-03-31,東京都,11873796096,1.470986,12286088000.0,2328357000.0,0.1462,1576283000.0,0.12141,0.21169001,0.7223834386152076,5.311284,3160179000.0,3044877000.0,9949416000.0,,4116146000.0,241968000.0,6958614600.0,0.5860480122565177
Ｌ　ｉｓ　Ｂ,145A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,5278543872,2.9916553,1594038000.0,77143000.0,0.090050004,42941000.0,0.016280001,,0.6309998209297989,,999414000.0,545541000.0,2240284000.0,758408000.0,1935112000.0,195309000.0,1377586300.0,0.26097846932889907
コロンビア・ワークス,146A,不動産業,スタンダード（内国株式）,2024-12-31,東京都,25938827264,2.0915031,20981000000.0,3893000000.0,0.09823,2238000000.0,0.099980004,,0.23184378952209406,,40085000000.0,9117000000.0,40764000000.0,37648000000.0,4293000000.0,7000000.0,683900000.0,0.026365879730776098
ソラコム,147A,情報・通信業,グロース（内国株式）,2025-03-31,東京都,39812177920,3.8193781,8993031000.0,656540000.0,0.05726,352716000.0,0.0,,0.7696783841113143,29.530203,3048330000.0,2319939000.0,12308184000.0,950167000.0,8917773000.0,161600000.0,9372974000.0,0.23542982297613524
ハッチ・ワーク,148A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,5021286400,5.58134,2367523000.0,183253000.0,0.14029999,130952000.0,0.081829995,,0.3197329682066608,,1653438000.0,1420487000.0,2102846000.0,527294000.0,1474198000.0,29500000.0,470058000.0,0.09361306297923974
中外鉱業,1491,非鉄金属,スタンダード（内国株式）,2025-03-31,東京都,13516974080,1.678501,162345165000.0,1417792000.0,0.0034400001,1218720000.0,0.00557,0.13051,0.49511375343211783,,8343687000.0,6940037000.0,13126548000.0,2766278000.0,4141237000.0,110071000.0,4859910700.0,0.35954131976851433
シンカ,149A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,2657390848,2.6042318,1232218000.0,78065000.0,0.06862,16073000.0,0.03206,,0.795806359218719,,250945000.0,250944000.0,1105847000.0,90000000.0,972053000.0,,854902000.0,0.3217072869214608
ＪＳＨ,150A,サービス業,グロース（内国株式）,2025-03-31,東京都,2402142464,1.1754391,3967006000.0,176279000.0,0.00183,144153000.0,0.01844,,0.6834676567641275,9.550562,944090000.0,657317000.0,1449568000.0,469964000.0,810824000.0,1851000.0,506773700.0,0.21096737916040603
住石ホールディングス,1514,鉱業,スタンダード（内国株式）,2025-03-31,東京都,33360267264,1.2716905,10264000000.0,48000000.0,0.0076599997,4195000000.0,0.37858,0.17068,0.9647812166488794,,1023000000.0,396000000.0,21227000000.0,63000000.0,15351000000.0,2806000000.0,22168200000.0,0.6645090647676652
日鉄鉱業,1515,鉱業,プライム（内国株式）,2025-03-31,,135323246592,0.9541609,196766000000.0,10257000000.0,0.07849,9019000000.0,0.041350003,0.05743,0.5890898038546251,,88209000000.0,55606000000.0,101970000000.0,24367000000.0,38063000000.0,39161000000.0,41173700000.0,0.30426183997889755
三井松島ホールディングス,1518,その他製品,プライム（内国株式）,2025-03-31,福岡県,50431365120,1.0757147,60574000000.0,7619000000.0,0.17061001,8645000000.0,0.16244,0.15714,0.5554422028955937,6.2506046,52148000000.0,43841000000.0,71175000000.0,33206000000.0,8973000000.0,10945000000.0,26688500000.0,0.5292043936644482
ダイブ,151A,サービス業,グロース（内国株式）,2024-06-30,東京都,5804732416,3.062519,12363389000.0,542316000.0,0.01258,320998000.0,0.02596,0.22448999,0.43940040037581,,2418957000.0,2176113000.0,3245993000.0,358887000.0,2038006000.0,,827036000.0,0.14247616267726337
カウリス,153A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,14103013376,9.463062,1225271000.0,412666000.0,0.36827,276298000.0,0.24063,,0.6499495814594154,,708522000.0,608520000.0,1827983000.0,250000000.0,1733104000.0,,1119461000.0,0.07937743304597998
情報戦略テクノロジー,155A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,9907864576,5.3730397,5847966000.0,413119000.0,0.0558,273173000.0,0.00648,,0.6224297830439212,,1062910000.0,1015768000.0,2587097000.0,323768000.0,1836750000.0,,1524187000.0,0.1538360752015188
マテリアルグループ,156A,サービス業,グロース（内国株式）,2024-08-31,東京都,7853424128,3.8160496,5281603000.0,810511000.0,0.162,709632000.0,0.11590999,,0.6212696267425842,,1234672000.0,1011302000.0,1957071000.0,274176000.0,1122606000.0,,722399000.0,0.09198522685466759
グリーンモンスター,157A,サービス業,グロース（内国株式）,2024-06-30,東京都,1693214592,1.1808238,1957473000.0,231030000.0,0.08681,156190000.0,0.01595,0.022049999,0.7957140641155427,,377968000.0,289789000.0,1685577000.0,60802000.0,1490070000.0,50000000.0,1342609000.0,0.7929349335538918
ＩＮＰＥＸ,1605,鉱業,プライム（内国株式）,2024-12-31,東京都,3133765058560,0.68664247,2265837000000.0,1166960000000.0,0.51405,427344000000.0,0.20636,0.09244,0.653284717518805,9.798808,2243031000000.0,533663000000.0,870206000000.0,1063911000000.0,241675000000.0,123557000000.0,-1286335100000.0,-0.4104759214435448
アズパートナーズ,160A,サービス業,スタンダード（内国株式）,2025-03-31,東京都,11314112512,2.7273283,17917807000.0,1305131000.0,-0.00161,956657000.0,0.053390004,0.29242,0.19446210817903756,10.562209,17244666000.0,8934178000.0,16352654000.0,9309737000.0,6855982000.0,,-892012000.0,-0.07884065135943383
ＳＢＩレオスひふみ,165A,証券、商品先物取引業,グロース（内国株式）,2025-03-31,東京都,19110959104,2.90702,11424107000.0,2070096000.0,0.15931,1485925000.0,0.12177,,0.6160808536245963,10.828729,3731607000.0,3374356000.0,9442114000.0,,2502655000.0,,5710507000.0,0.2988079755141524
石油資源開発,1662,鉱業,プライム（内国株式）,2025-03-31,東京都,308630355968,0.5893918,389082000000.0,62013000000.0,0.20161,81153000000.0,0.22322,0.15718001,0.7742716381210039,7.9984083,124344000000.0,49152000000.0,230838000000.0,0.0,118358000000.0,180280000000.0,232690000000.0,0.7539439834755794
Ｋ＆Ｏエナジーグループ,1663,鉱業,プライム（内国株式）,2024-12-31,千葉県,83535101952,0.82363087,92421000000.0,8821000000.0,0.14412,6167000000.0,0.08645,0.08683,0.8074376083116361,20.852764,20042000000.0,13728000000.0,49178000000.0,913000000.0,28498000000.0,15837000000.0,40221900000.0,0.4814969882135519
タスキホールディングス,166A,不動産業,グロース（内国株式）,2024-09-30,東京都,35092217856,1.4408745,47455431000.0,4065285000.0,0.04774,2217276000.0,0.036960002,,0.35850980308861924,,37486444000.0,16139526000.0,53172378000.0,33220846000.0,14430576000.0,844757000.0,16277263900.0,0.4638425524084379
リョーサン菱洋ホールディングス,167A,卸売業,プライム（内国株式）,2025-03-31,東京都,116351533056,0.89736176,359811000000.0,8542000000.0,0.01821,9387000000.0,0.02182,,0.5702683707733556,,99054000000.0,87242000000.0,190415000000.0,38396000000.0,30037000000.0,7986000000.0,96951200000.0,0.8332610448144021
イタミアート,168A,その他製品,グロース（内国株式）,2025-01-31,岡山県,1706669952,1.1351016,3605561000.0,271569000.0,0.056020003,165042000.0,0.04577,0.20306998,0.33039779063422703,,2440840000.0,768663000.0,1165488000.0,2049719000.0,625764000.0,,-1275352000.0,-0.7472751239953863
ＳＤＳホールディングス,1711,建設業,スタンダード（内国株式）,2025-03-31,東京都,2660492288,4.5016966,4035492000.0,-14691000.0,0.019960001,-151714000.0,-0.03325,-0.16610001,0.1291914759763701,,3966883000.0,2289630000.0,2596916000.0,3515521000.0,499637000.0,21930000.0,-1354616000.0,-0.5091599047702258
ダイセキ環境ソリューション,1712,建設業,スタンダード（内国株式）,2025-02-28,愛知県,31015852032,1.7065115,19944000000.0,2257000000.0,0.10113,1234000000.0,0.06348,0.086219996,0.6028383452171816,19.967531,10066000000.0,5318000000.0,7476000000.0,6736000000.0,1413000000.0,728000000.0,-2080400000.0,-0.0670753780310013
第一カッター興業,1716,建設業,スタンダード（内国株式）,2025-06-30,神奈川県,14319611904,0.74468833,20228578000.0,1647409000.0,0.05327,1327762000.0,0.0656,0.071040004,0.8643659488136177,5.3285894,2889484000.0,2204477000.0,14403164000.0,331475000.0,9929000000.0,1314110000.0,12433557000.0,0.8682886857099001
明豊ファシリティワークス,1717,サービス業,スタンダード（内国株式）,2025-03-31,東京都,12791056384,2.397127,5716853000.0,1226695000.0,0.25765,910529000.0,0.16099001,0.18575001,0.6972469510254472,13.398533,2430460000.0,1605283000.0,6324955000.0,,829338000.0,612580000.0,4323301000.0,0.3379940538302923
美樹工業,1718,建設業,スタンダード（内国株式）,2024-12-31,兵庫県,8142559232,0.49870285,27292198000.0,1134579000.0,0.027660001,658231000.0,0.032390002,0.06138,0.48324168050904925,,14683711000.0,9076830000.0,15506712000.0,7254692000.0,2572905000.0,770584000.0,1362409800.0,0.16731960568929885
安藤・間,1719,建設業,プライム（内国株式）,2025-03-31,東京都,256782368768,1.5087777,425160000000.0,35244000000.0,0.05672,26444000000.0,0.06284,0.16818,0.4602633517396377,17.027027,199792000000.0,186473000000.0,287813000000.0,27898000000.0,57294000000.0,28048000000.0,107654600000.0,0.41924451634475235
東急建設,1720,建設業,プライム（内国株式）,2025-03-31,東京都,110504861696,1.100276,293138000000.0,8840000000.0,0.03016,6631000000.0,0.02631,0.083809994,0.37049742084829485,17.470686,171650000000.0,147299000000.0,216723000000.0,27205000000.0,39666000000.0,27902000000.0,64604400000.0,0.5846294815311146
コムシスホールディングス,1721,建設業,プライム（内国株式）,2025-03-31,東京都,431107801088,1.1622591,614631000000.0,45998000000.0,0.058819998,30076000000.0,0.05065,0.08596,0.694975265410483,14.616206,158748000000.0,137932000000.0,327747000000.0,3009000000.0,38788000000.0,31261000000.0,190881700000.0,0.4427702294374307
日本電技,1723,建設業,スタンダード（内国株式）,2025-03-31,東京都,79466332160,2.0001764,43061000000.0,9123000000.0,0.14957,6414000000.0,0.15084,0.1832,0.7467760844079718,,13392000000.0,12308000000.0,32681000000.0,543000000.0,7947000000.0,15262000000.0,29972400000.0,0.37717105074955054
シンクレイヤ,1724,建設業,スタンダード（内国株式）,2024-12-31,愛知県,3106762240,0.51014143,11711000000.0,653000000.0,-0.022,547000000.0,0.04201,0.08198,0.5412262156448203,,5208000000.0,4433000000.0,7544000000.0,2616000000.0,948000000.0,529000000.0,2706300000.0,0.8710998109723388
ビーアールホールディングス,1726,建設業,プライム（内国株式）,2025-03-31,広島県,14824046592,0.99826056,40770000000.0,1953000000.0,0.02664,1268000000.0,0.03194,0.087740004,0.35926358715093126,8.684211,26868000000.0,22993000000.0,34627000000.0,19036000000.0,1709000000.0,476000000.0,8092200000.0,0.5458833355507036
オーテック,1736,建設業,スタンダード（内国株式）,2025-03-31,東京都,26262976512,1.1694261,31424058000.0,4024530000.0,0.08049,2874139000.0,0.099659994,0.15245,0.6454460518491489,,11768793000.0,10047304000.0,21555712000.0,2050443000.0,8733738000.0,6297294000.0,14195024800.0,0.5404956591083289
ハンモック,173A,情報・通信業,グロース（内国株式）,2025-03-31,東京都,6738064896,2.5436242,4707880000.0,791514000.0,0.087069996,618078000.0,0.12252,,0.44427843207619705,,3409957000.0,2259606000.0,3885001000.0,2635000.0,3165984000.0,673898000.0,946772600.0,0.14051105393212288
コーアツ工業,1743,建設業,スタンダード（内国株式）,2024-09-30,鹿児島県,4157486080,0.4464056,12061116000.0,530694000.0,-0.09393,593036000.0,0.03973,0.058130004,0.5977368251536558,,6026194000.0,5785257000.0,7987859000.0,246942000.0,878118000.0,1047754000.0,2695092800.0,0.6482505889713045
太洋基礎工業,1758,建設業,スタンダード（内国株式）,2025-01-31,愛知県,4417928704,0.48675826,13482097000.0,170141000.0,0.036340002,229764000.0,0.02726,0.043959998,0.7668376082311433,,2688513000.0,2244380000.0,7604047000.0,139239000.0,3272716000.0,1665743000.0,6081554100.0,1.3765623004494734
Ｗｉｌｌ　Ｓｍａｒｔ,175A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,1444423808,,1085861000.0,36125000.0,0.0,27104000.0,0.0,,0.624429691222611,,246705000.0,236680000.0,481911000.0,156882000.0,108053000.0,,235206000.0,0.1628372494951288
高松コンストラクショングループ,1762,建設業,プライム（内国株式）,2025-03-31,大阪府,112986177536,0.8268643,346685000000.0,11461000000.0,0.02527,6452000000.0,0.02039,0.05277,0.5105348039670035,11.892982,131970000000.0,111695000000.0,203327000000.0,30000000000.0,35723000000.0,7518000000.0,76619600000.0,0.6781325085149219
工藤建設,1764,建設業,スタンダード（内国株式）,2024-06-30,神奈川県,3279259904,0.6096412,20521368000.0,471904000.0,0.031089999,206760000.0,0.021470001,,0.3127939481953747,,10671251000.0,6583260000.0,7360307000.0,6223076000.0,4417757000.0,289480000.0,-3108308000.0,-0.9478687542297349
東建コーポレーション,1766,建設業,プライム（内国株式）,2025-04-30,愛知県,188749594624,1.4134893,366639000000.0,22261000000.0,0.06145,15778000000.0,0.0444,0.12908,0.5849262889055072,16.852718,94912000000.0,66559000000.0,150464000000.0,,136576000000.0,,55552000000.0,0.294315863886557
ソネック,1768,建設業,スタンダード（内国株式）,2025-03-31,兵庫県,7246924800,0.7994404,15196595000.0,658750000.0,0.056999996,500854000.0,0.040009998,0.077080004,0.7024182735713557,,3837927000.0,3616080000.0,10295010000.0,,1311396000.0,762206000.0,6990627200.0,0.9646336056916169
レジル,176A,電気・ガス業,グロース（内国株式）,2024-06-30,東京都,52304171008,5.108217,38709151000.0,2793984000.0,0.04147,1986995000.0,0.04789,0.24127,0.47556280970908643,,9187859000.0,6663036000.0,11319314000.0,4232059000.0,4758708000.0,236056000.0,2296694200.0,0.04391034511662019
藤田エンジニアリング,1770,建設業,スタンダード（内国株式）,2025-03-31,,14216206336,0.75158364,32646679000.0,2951713000.0,0.046329997,1787461000.0,0.04467,0.07305,0.6266728835141583,,11309581000.0,9585076000.0,20575867000.0,566149000.0,6093482000.0,5750729000.0,13291796300.0,0.9349749142526795
三井住建道路,1776,建設業,スタンダード（内国株式）,2025-03-31,東京都,13069100032,1.0068233,30157000000.0,225000000.0,-0.04587,167000000.0,0.00567,0.01327,0.5521889635512116,,10996000000.0,9117000000.0,17414000000.0,34000000.0,7027000000.0,,6418000000.0,0.4910820166870998
コージンバイオ,177A,化学,グロース（内国株式）,2025-03-31,埼玉県,7851417600,1.3762343,5206287000.0,991135000.0,0.10747,794759000.0,0.13773,,0.6377020482100992,,3284828000.0,2487303000.0,5066964000.0,2386536000.0,3149267000.0,581277000.0,2189029900.0,0.27880696347115713
ヤマウラ,1780,建設業,プライム（内国株式）,2025-03-31,長野県,26346700800,1.1169848,35613772000.0,3891551000.0,0.098050006,3002357000.0,0.08144,0.13502,0.7546130609982733,,7566640000.0,7465753000.0,24481777000.0,,12240900000.0,2209153000.0,18461544100.0,0.7007155939615787
ｆａｎｔａｓｉｓｔａ,1783,不動産業,スタンダード（内国株式）,2024-09-30,東京都,9352341504,1.4631162,8806039000.0,701995000.0,0.00602,290559000.0,0.0053100004,0.00912,0.4654358377229955,,7598844000.0,6780919000.0,12415243000.0,5149445000.0,2965997000.0,,4816399000.0,0.5149939186822919
オリエンタル白石,1786,建設業,プライム（内国株式）,2025-03-31,東京都,53476573184,1.0529807,64553000000.0,5435000000.0,0.10982,3715000000.0,0.056649998,0.07323,0.6608915358238585,11.988472,26306000000.0,18739000000.0,55812000000.0,3216000000.0,20206000000.0,3955000000.0,32274500000.0,0.6035259568512594
ナカボーテック,1787,建設業,スタンダード（内国株式）,2025-03-31,東京都,12670797824,1.6309426,14725604000.0,1457467000.0,-0.21540001,1047212000.0,0.06961,0.13522,0.7187941006507291,,3415589000.0,2510062000.0,10365854000.0,,1278922000.0,394880000.0,7226681000.0,0.5703414339317928
