会社名,銘柄コード,業種,優先市場,決算月,都道府県,時価総額,PBR,売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,PER(会予),負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
不二越,6474,機械,プライム（内国株式）,2024-11-30,東京都,87327678464,0.5415822,239892000000.0,6639000000.0,0.03739,3351000000.0,0.01795,0.0217,0.4744665533506394,14.332846,170095000000.0,93848000000.0,170438000000.0,94356000000.0,34263000000.0,27102000000.0,19314400000.0,0.2211715728589095
ミネベアミツミ,6479,電気機器,プライム（内国株式）,2025-03-31,東京都,1127250395136,1.5208693,1522703000000.0,94482000000.0,0.047509998,59457000000.0,0.0,,0.46910993971532305,13.068579,830189000000.0,477232000000.0,904144000000.0,463597000000.0,214256000000.0,37481000000.0,100191700000.0,0.08888149468150075
日本トムソン,6480,機械,プライム（内国株式）,2025-03-31,東京都,45700263936,0.5994535,54384000000.0,1593000000.0,0.049000002,978000000.0,0.033099998,0.024300002,0.6267797059652264,10.116315,45035000000.0,17046000000.0,79162000000.0,34903000000.0,24434000000.0,11110000000.0,41904000000.0,0.916931247020446
ＴＨＫ,6481,機械,プライム（内国株式）,2024-12-31,東京都,474408878080,1.4684684,352759000000.0,17294000000.0,0.051680002,10439000000.0,0.01991,0.0199,0.6761241271866596,21.645796,177624000000.0,80929000000.0,326804000000.0,96514000000.0,138293000000.0,11152000000.0,156986400000.0,0.33090949021727045
ＹＵＳＨＩＮ,6482,機械,スタンダード（内国株式）,2025-03-31,京都府,19671920640,0.56440187,26126713000.0,2586662000.0,0.029719999,1692927000.0,0.0642,0.048860002,0.8554137094897459,9.625313,5546996000.0,4881080000.0,26420335000.0,,11689145000.0,559944000.0,21265299800.0,1.0809976407062203
ＫＶＫ,6484,機械,スタンダード（内国株式）,2025-03-31,岐阜県,17007683584,0.594983,29648936000.0,2660920000.0,0.09611,2110780000.0,0.07419,0.08018,0.7808302291984,,7950678000.0,7377344000.0,20813181000.0,190231000.0,5455618000.0,1686605000.0,14043126500.0,0.825693071642695
前澤給装工業,6485,機械,スタンダード（内国株式）,2025-03-31,東京都,28827037696,0.73867303,31957000000.0,3047000000.0,0.078,2379000000.0,0.074439995,0.06039,0.8642114874559763,,6246000000.0,5006000000.0,29934000000.0,,10123000000.0,7262000000.0,28771400000.0,0.998069947505993
イーグル工業,6486,機械,プライム（内国株式）,2025-03-31,東京都,117423767552,1.0129108,168172000000.0,8494000000.0,0.07058,4877000000.0,0.031089999,0.05963,0.5593953332940182,12.985,80968000000.0,47140000000.0,111369000000.0,40395000000.0,26185000000.0,18196000000.0,43138200000.0,0.3673719630984984
ヨシタケ,6488,機械,スタンダード（内国株式）,2025-03-31,愛知県,11776712704,0.711799,9843323000.0,1068874000.0,0.12567,932983000.0,0.096829996,0.06093,0.8302848322612778,9.830149,3293905000.0,2078529000.0,10642923000.0,1147241000.0,3555202000.0,3827805000.0,10028481500.0,0.8515518508483095
前澤工業,6489,機械,スタンダード（内国株式）,2025-05-31,埼玉県,30853740544,1.031242,37499000000.0,4654000000.0,0.11101,3077000000.0,0.08206,0.10644,0.7012962659103162,28.457792,12743000000.0,10171000000.0,29903000000.0,2422000000.0,10342000000.0,4198000000.0,20098600000.0,0.6514153436708177
ＰＩＬＬＡＲ,6490,機械,プライム（内国株式）,2025-03-31,大阪府,103775870976,1.4091984,57988000000.0,11335000000.0,0.20046,8299000000.0,0.14238,0.11643,0.7532303299168834,9.11879,24197000000.0,10600000000.0,51008000000.0,11825000000.0,21883000000.0,6262000000.0,31194400000.0,0.30059395991207105
岡野バルブ製造,6492,機械,スタンダード（内国株式）,2024-11-30,福岡県,12711861248,1.0792886,8169000000.0,1186000000.0,0.21025999,1102000000.0,0.12703,0.09788,0.7866995073891626,,3031000000.0,2066000000.0,9245000000.0,858000000.0,4403000000.0,1352000000.0,7160400000.0,0.5632849399710502
ＮＩＴＴＡＮ,6493,輸送用機器,スタンダード（内国株式）,2025-03-31,神奈川県,15250806784,0.5311819,51446480000.0,1507641000.0,0.07451,630206000.0,0.02987,0.06554,0.4357815876523435,,28567528000.0,16230934000.0,31532615000.0,12010759000.0,9272996000.0,7664081000.0,8329943700.0,0.5461969204631948
ＮＦＫホールディングス,6494,機械,スタンダード（内国株式）,2025-03-31,東京都,5020649472,0.88739556,2082243000.0,137108000.0,-0.30482998,105630000.0,0.04745,0.01845,0.898038580589549,,585516000.0,408445000.0,3772110000.0,42937000.0,2583740000.0,1490738000.0,4230110600.0,0.8425425084127443
宮入バルブ製作所,6495,機械,スタンダード（内国株式）,2025-03-31,東京都,5297085440,1.7606198,6785681000.0,81991000.0,0.04053,-74849000.0,0.0572,0.10539,0.44679741791165883,,4922349000.0,2803255000.0,3522617000.0,2630662000.0,436795000.0,654873000.0,-941320900.0,-0.1777054402203488
中北製作所,6496,機械,スタンダード（内国株式）,2025-05-31,,16686587904,0.6369095,23768125000.0,1159040000.0,0.054970004,1730055000.0,0.07279,,0.6983528800492368,,10995766000.0,9493103000.0,23192378000.0,3078700000.0,5492316000.0,2675365000.0,14069367500.0,0.8431542494452915
ハマイ,6497,機械,スタンダード（内国株式）,2024-12-31,東京都,7914944000,0.47514367,12092900000.0,1117649000.0,0.07849,396769000.0,0.064559996,0.05021,0.741801689621928,,5589059000.0,3487880000.0,12410805000.0,168605000.0,4334365000.0,4035557000.0,9646635900.0,1.2187876376636397
キッツ,6498,機械,プライム（内国株式）,2024-12-31,東京都,145765335040,1.3307164,172042000000.0,14220000000.0,0.102060005,11824000000.0,0.07085,0.11368,0.6286614154959804,12.816395,62598000000.0,35419000000.0,106377000000.0,34778000000.0,30729000000.0,5512000000.0,47637400000.0,0.3268088396114731
日立製作所,6501,電気機器,プライム（内国株式）,2025-03-31,,19337826009088,3.3471582,9783370000000.0,971606000000.0,0.087349996,615724000000.0,0.06435,0.110640004,0.4401334817434013,23.926346,7253396000000.0,5907845000000.0,6597843000000.0,1206116000000.0,866242000000.0,349567000000.0,-410856100000.0,-0.02124624038953056
三菱電機,6503,電気機器,プライム（内国株式）,2025-03-31,東京都,7779666886656,1.9912245,5521711000000.0,391850000000.0,0.08529,324084000000.0,0.06595,,0.6194912542662117,22.968391,2299314000000.0,1847029000000.0,3747535000000.0,360661000000.0,757331000000.0,312836000000.0,1667206200000.0,0.21430303177372023
富士電機,6504,電気機器,プライム（内国株式）,2025-03-31,東京都,1495336353792,2.1521623,1123407000000.0,117647000000.0,0.07171,92239000000.0,0.080790006,0.13565,0.5271903518966601,16.71002,581518000000.0,431466000000.0,766672000000.0,101293000000.0,63542000000.0,108713000000.0,261253100000.0,0.17471192975245492
東洋電機製造,6505,電気機器,スタンダード（内国株式）,2025-05-31,東京都,16255723520,0.59499794,40539000000.0,2384000000.0,0.095249996,2128000000.0,0.05249,0.079619996,0.5146213117834993,14.770492,25827000000.0,17244000000.0,30086000000.0,9207000000.0,5007000000.0,14178000000.0,14183600000.0,0.8725296036531015
安川電機,6506,電気機器,プライム（内国株式）,2025-02-28,福岡県,1053464526848,2.3566391,537682000000.0,50157000000.0,0.09536,56987000000.0,0.107,,0.5797298641791727,19.825272,304165000000.0,179505000000.0,462837000000.0,109526000000.0,59028000000.0,74735000000.0,210986500000.0,0.20027869436788578
シンフォニアテクノロジー,6507,電気機器,プライム（内国株式）,2025-03-31,,270273675264,3.4201267,119150000000.0,15734000000.0,0.09799,12097000000.0,0.099,0.15638,0.5871529380729407,26.478718,56340000000.0,38296000000.0,77049000000.0,14935000000.0,10221000000.0,14086000000.0,30569200000.0,0.11310461505413127
明電舎,6508,電気機器,プライム（内国株式）,2025-03-31,東京都,256313376768,1.8712153,301101000000.0,21517000000.0,0.00598,18487000000.0,0.0589,0.13583,0.40655403445760474,18.691898,199136000000.0,118069000000.0,217116000000.0,44565000000.0,30679000000.0,23498000000.0,34428600000.0,0.13432229107247404
オリジン,6513,電気機器,スタンダード（内国株式）,2025-03-31,埼玉県,5520194560,0.23937085,28803206000.0,-246662000.0,-0.06958,-83748000.0,-0.02079,-0.017690001,0.5254800570259421,,18781574000.0,8760745000.0,25268259000.0,2540064000.0,6760829000.0,7711534000.0,11884758800.0,2.1529601304487356
山洋電気,6516,電気機器,プライム（内国株式）,2025-03-31,東京都,117831737344,1.0459892,97847000000.0,7936000000.0,0.07321,5637000000.0,0.05391,0.04717,0.7783324635372318,5.424039,32281000000.0,23533000000.0,94862000000.0,7281000000.0,28898000000.0,11845000000.0,70872500000.0,0.6014720787243729
デンヨー,6517,電気機器,プライム（内国株式）,2025-03-31,東京都,57568555008,0.7549853,70753000000.0,7394000000.0,0.043509997,5647000000.0,0.07151,0.06516,0.7495514194543321,10.191959,22447000000.0,17575000000.0,66647000000.0,4449000000.0,23500000000.0,10758000000.0,51730600000.0,0.8985912533814905
三相電機,6518,電気機器,スタンダード（内国株式）,2025-03-31,兵庫県,4393064448,0.36910295,16029586000.0,69704000.0,0.050869998,118436000.0,0.02026,0.02815,0.6428448549922338,,6610366000.0,4349882000.0,10829394000.0,1856975000.0,2706411000.0,974133000.0,4900921100.0,1.115604188832515
オキサイド,6521,電気機器,グロース（内国株式）,2025-02-28,山梨県,21142040576,4.1856723,8394851000.0,126321000.0,-0.040289998,-2703613000.0,-0.309,-0.43216,0.29731164058610077,40.669548,12793204000.0,6346888000.0,8524155000.0,10369234000.0,2245402000.0,,-4269049000.0,-0.20192227825189848
アスタリスク,6522,電気機器,グロース（内国株式）,2024-08-31,大阪府,2863852800,1.5867351,1578458000.0,-224847000.0,-0.07139,-389744000.0,0.0,,0.5792853927916075,,1117938000.0,1032124000.0,1532202000.0,756670000.0,467291000.0,101250000.0,485139000.0,0.16940081557264397
ＰＨＣホールディングス,6523,電気機器,プライム（内国株式）,2025-03-31,東京都,127641747456,0.9256601,361593000000.0,22952000000.0,0.04595,10484000000.0,0.03141,0.077659994,0.26599772386672227,11.161504,391311000000.0,140555000000.0,172790000000.0,255260000000.0,39592000000.0,13932000000.0,-208768600000.0,-1.6355824341245848
湖北工業,6524,電気機器,スタンダード（内国株式）,2024-12-31,滋賀県,81861386240,4.040342,15924000000.0,3940000000.0,0.26477,3252000000.0,0.12832,0.09759,0.8167619578859294,25.772776,5256000000.0,2945000000.0,18331000000.0,2308000000.0,9327000000.0,856000000.0,13674200000.0,0.16704090448590966
ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,6525,電気機器,プライム（内国株式）,2025-03-31,東京都,981195685888,4.9315577,238933000000.0,51320000000.0,0.18763,36004000000.0,0.13071999,0.14815,0.5744102696244934,21.98055,145344000000.0,82671000000.0,172852000000.0,60184000000.0,44755000000.0,1706000000.0,28702200000.0,0.02925226885198133
ソシオネクスト,6526,電気機器,プライム（内国株式）,2025-03-31,神奈川県,473476202496,3.6972406,188535000000.0,25000000000.0,0.04168,19600000000.0,0.07332,0.09491,0.804676123819813,18.921473,33266000000.0,31271000000.0,126290000000.0,1298000000.0,72837000000.0,0.0,93024000000.0,0.19647027561176295
ベイカレント,6532,サービス業,プライム（内国株式）,2025-02-28,東京都,1278982619136,13.432002,116056000000.0,42615000000.0,0.35582,30760000000.0,0.26835,0.37703,0.7572373962218746,33.65569,30264000000.0,24159000000.0,88599000000.0,8082000000.0,60552000000.0,2234000000.0,59898800000.0,0.046833161845830126
Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,6533,サービス業,プライム（内国株式）,2024-12-31,東京都,7392406016,1.3347701,14036930000.0,801190000.0,-0.0043099998,331752000.0,0.01212,0.03373,0.44279223496816256,18.166862,6695691000.0,4696665000.0,7128774000.0,2881467000.0,3278490000.0,970629000.0,1112523300.0,0.15049542700875373
アイモバイル,6535,サービス業,プライム（内国株式）,2024-07-31,東京都,33964587008,2.094125,18735000000.0,3549000000.0,0.055960003,2420000000.0,0.13736,0.18568,0.638312642927148,11.278615,8857000000.0,8730000000.0,21383000000.0,,18602000000.0,477000000.0,12859900000.0,0.37862671484776145
ＷＡＳＨハウス,6537,サービス業,グロース（内国株式）,2023-12-31,宮崎県,2659340800,1.5301182,1914000000.0,14000000.0,0.028369999,-33000000.0,0.018229999,0.02326,0.4078469363041899,11.962617,2366000000.0,1246000000.0,2405000000.0,854000000.0,1013000000.0,1000000.0,39700000.0,0.014928511607086989
ディスラプターズ,6538,サービス業,スタンダード（内国株式）,2025-03-31,東京都,6571011072,3.0114548,4294000000.0,352000000.0,0.15298,211000000.0,0.06211,0.13245,0.5799894403379092,7.9751554,1591000000.0,966000000.0,1642000000.0,828000000.0,1067000000.0,2000000.0,52400000.0,0.007974419678469841
ＭＳ－Ｊａｐａｎ,6539,サービス業,プライム（内国株式）,2025-03-31,東京都,24597538816,2.915821,7474012000.0,1604916000.0,0.22934,1032737000.0,0.13746001,0.121470004,0.8920630677573548,,1067396000.0,916595000.0,5778115000.0,186761000.0,4298269000.0,1457114000.0,5730698800.0,0.23297854484011804
船場,6540,サービス業,スタンダード（内国株式）,2024-12-31,東京都,19668924416,1.4331772,28956961000.0,1918287000.0,0.07816,1499219000.0,0.05565,0.14314,0.5842174595415134,,9696132000.0,9469408000.0,20972813000.0,,12489850000.0,265486000.0,11462521200.0,0.5827731581842691
ＦＣホールディングス,6542,サービス業,スタンダード（内国株式）,2024-06-30,,9166403584,1.116221,8526716000.0,1135221000.0,0.14171,670617000.0,0.08768,0.09503999,0.8109723693328826,,1755007000.0,1465510000.0,4274853000.0,166043000.0,1723536000.0,119423000.0,2603442100.0,0.28402001680837186
日宣,6543,サービス業,スタンダード（内国株式）,2025-02-28,東京都,4462300672,1.2983122,5533651000.0,393459000.0,0.09641,248661000.0,0.04808,0.08133,0.7030158391716141,,1451361000.0,850760000.0,2470443000.0,311655000.0,1739571000.0,344244000.0,1260052800.0,0.2823773861556588
ジャパンエレベーターサービスホールディングス,6544,サービス業,プライム（内国株式）,2025-03-31,,325949194240,17.340548,49375000000.0,8625000000.0,0.18656,5530000000.0,0.11474,0.341,0.5637020928065072,22.952463,15093000000.0,12268000000.0,16717000000.0,5003000000.0,2344000000.0,63000000.0,1668100000.0,0.005117668733280437
インターネットインフィニティー,6545,サービス業,グロース（内国株式）,2025-03-31,東京都,3233672704,2.1190403,5161692000.0,401035000.0,0.04972,255060000.0,0.051859997,0.19433,0.3804715018055078,11.590909,2681924000.0,1966001000.0,3306774000.0,1468189000.0,2299844000.0,,624850000.0,0.1932322956578354
フルテック,6546,サービス業,スタンダード（内国株式）,2024-12-31,北海道,6462650368,0.95011055,13813726000.0,612999000.0,-0.00741,457900000.0,0.02943,0.05945,0.5465388399698651,,5546585000.0,4773391000.0,7498316000.0,696837000.0,2835904000.0,859897000.0,2553658900.0,0.39514111929132295
グリーンズ,6547,サービス業,スタンダード（内国株式）,2025-06-30,三重県,32264075264,3.170607,49645000000.0,6307000000.0,0.12951,5260000000.0,0.105950005,0.58448005,0.3460976024485632,8.897134,19228000000.0,7831000000.0,14322000000.0,12232000000.0,10013000000.0,121000000.0,-4821300000.0,-0.14943245577472256
旅工房,6548,サービス業,グロース（内国株式）,2024-03-31,東京都,2904910592,1.3580681,2773950000.0,-246547000.0,0.0087,-248966000.0,-0.0152,-0.01652,0.6578939255032995,,1148010000.0,612394000.0,3190942000.0,500000000.0,2512222000.0,,2042932000.0,0.7032684605254798
ディーエムソリューションズ,6549,サービス業,スタンダード（内国株式）,2025-03-31,東京都,3969674240,1.1947788,21155962000.0,678865000.0,0.018960001,496106000.0,0.02174,0.14723,0.40877516229236693,,4841769000.0,2941278000.0,4341384000.0,2309550000.0,1361152000.0,65500000.0,-454535000.0,-0.1145018388209104
ツナググループ・ホールディングス,6551,サービス業,スタンダード（内国株式）,2024-09-30,東京都,6330931712,3.243303,16388728000.0,629957000.0,0.04666,358307000.0,0.01881,0.16155,0.3569659929173734,,3097212000.0,2883779000.0,3413240000.0,819210000.0,917606000.0,,316028000.0,0.04991808700147293
ＧａｍｅＷｉｔｈ,6552,サービス業,スタンダード（内国株式）,2025-05-31,東京都,3440239360,1.2865559,3451913000.0,-196885000.0,0.02268,-235822000.0,-0.0681,-0.08402,0.7993488059151225,34.561405,671596000.0,640629000.0,2778102000.0,44981000.0,2142876000.0,233744000.0,2270126800.0,0.6598746663953057
エスユーエス,6554,サービス業,グロース（内国株式）,2024-09-30,京都府,10182578176,2.5598104,13219000000.0,829000000.0,0.04325,602000000.0,0.05706,0.22158001,0.6313274336283186,,2065000000.0,2035000000.0,4780000000.0,6000000.0,2812000000.0,152000000.0,2821400000.0,0.27708110374737377
ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,6555,サービス業,スタンダード（内国株式）,2025-02-28,東京都,1684200576,0.6139785,2552146000.0,-237844000.0,0.18876,-276099000.0,-0.074829996,-0.0728,0.7658534217294792,,826397000.0,778233000.0,1088503000.0,208177000.0,578930000.0,45636000.0,294051200.0,0.17459393150094732
ＡＩＡＩグループ,6557,サービス業,グロース（内国株式）,2025-03-31,東京都,8925752320,2.869094,13071341000.0,733473000.0,0.0496,421875000.0,0.02625,0.13958,0.22592487264127079,9.643875,9654611000.0,3881368000.0,4651054000.0,7155199000.0,2346970000.0,749802000.0,-4478695600.0,-0.5017723368779294
クックビズ,6558,サービス業,グロース（内国株式）,2024-11-30,大阪府,1767583744,1.4006221,3276685000.0,93420000.0,-0.14857,2778000.0,-0.10395,-0.22332,0.39740453497142025,,2264285000.0,994574000.0,2788846000.0,1759041000.0,2237162000.0,,524561000.0,0.2967672687535194
エル・ティー・エス,6560,サービス業,プライム（内国株式）,2024-12-31,東京都,10237148160,2.265742,16592000000.0,1108000000.0,0.01229,973000000.0,0.049060002,0.19739,0.4001929486055078,12.658228,6838000000.0,3653000000.0,8281000000.0,3881000000.0,5447000000.0,560000000.0,1835000000.0,0.17924913963538847
ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,6561,サービス業,グロース（内国株式）,2024-12-31,東京都,12367138816,3.1621392,6662439000.0,1732358000.0,0.26132,1627143000.0,0.24700001,0.51904,0.3239400068594887,,7257838000.0,2820682000.0,4653964000.0,5268542000.0,2549949000.0,,-2603874000.0,-0.21054781051145274
ジーニー,6562,サービス業,グロース（内国株式）,2025-03-31,東京都,14781405184,1.9144173,11321923000.0,2520609000.0,0.108789995,1954240000.0,0.11818,0.17898001,0.33023963859433103,9.545029,15181125000.0,7367749000.0,7887185000.0,10218858000.0,2861486000.0,510936000.0,-6936284800.0,-0.4692574700210586
みらいワークス,6563,サービス業,グロース（内国株式）,2024-09-30,東京都,3004439296,2.319813,10608091000.0,573401000.0,-0.00754,66508000.0,0.02003,,0.39163914039108344,10.683919,2019856000.0,2019854000.0,2950249000.0,,1571864000.0,,930393000.0,0.3096727569895291
ミダックホールディングス,6564,サービス業,プライム（内国株式）,2025-03-31,静岡県,52495220736,3.3290944,10905457000.0,4534483000.0,0.42571998,2862856000.0,0.25924,0.19508,0.54231124366338,17.493088,13040885000.0,3993375000.0,9605214000.0,9323316000.0,8115702000.0,255064000.0,-3257126200.0,-0.06204614733177679
ＡＢホテル,6565,サービス業,スタンダード（内国株式）,2025-03-31,愛知県,23091945472,1.750318,10679046000.0,3962840000.0,0.39701998,2542465000.0,0.24377,0.22603,0.48502142562657646,,13536510000.0,4568778000.0,6738203000.0,10583265000.0,5920492000.0,500000.0,-6797957000.0,-0.2943864997534669
要興業,6566,サービス業,スタンダード（内国株式）,2025-03-31,東京都,17982193664,0.9206532,14506733000.0,2108704000.0,0.13862,1513972000.0,0.10418,0.080010004,0.81134329548452,,4551629000.0,2192406000.0,7328392000.0,978779000.0,5635373000.0,3070971000.0,4926442700.0,0.2739622757963419
神戸天然物化学,6568,サービス業,グロース（内国株式）,2025-03-31,兵庫県,8667188224,1.7950361,8178920000.0,771860000.0,0.06461,737329000.0,0.08478,,0.6708976007625874,7.725706,6632218000.0,2268579000.0,7475498000.0,3119023000.0,2385561000.0,232610000.0,1006107000.0,0.11608228343466975
共和コーポレーション,6570,サービス業,スタンダード（内国株式）,2025-03-31,長野県,7077918208,1.4121941,16705339000.0,1294984000.0,0.054619998,917229000.0,0.055570003,0.21348,0.31641322440400277,,10525364000.0,5510177000.0,6688442000.0,5909304000.0,4499974000.0,330733000.0,-3605408900.0,-0.509388324934992
キュービーネットホールディングス,6571,サービス業,プライム（内国株式）,2025-06-30,東京都,17836763136,1.2092854,25543000000.0,1685000000.0,0.09269,1022000000.0,0.040009998,0.07084,0.42918944199234166,12.273349,19528000000.0,6135000000.0,6884000000.0,15752000000.0,5271000000.0,2017000000.0,-11232100000.0,-0.6297162727541195
オープングループ,6572,サービス業,プライム（内国株式）,2025-02-28,東京都,21006303232,1.9087335,7224445000.0,653676000.0,0.109919995,435456000.0,0.07466,0.048299998,0.6001166809366848,48.421055,7984503000.0,5978803000.0,15577862000.0,4278788000.0,10510244000.0,1746585000.0,8815968500.0,0.41968205460207647
アジャイルメディア・ネットワーク,6573,サービス業,グロース（内国株式）,2024-12-31,東京都,3079037696,5.8647366,455521000.0,-301962000.0,-0.60465,-337676000.0,-0.48995999,-0.75495005,0.6136940407589347,,214635000.0,104175000.0,483964000.0,138324000.0,344118000.0,20191000.0,283462700.0,0.09206210770600452
コンヴァノ,6574,サービス業,グロース（内国株式）,2025-03-31,東京都,79428337664,40.082222,3240603000.0,134698000.0,0.16588,77838000.0,0.02377,0.045479998,0.5509282889919145,,1420884000.0,848342000.0,1384199000.0,705117000.0,806173000.0,171530000.0,83386000.0,0.0010498268307306369
ベストワンドットコム,6577,サービス業,グロース（内国株式）,2024-07-31,東京都,3014267392,2.6301253,3137160000.0,263768000.0,0.07062,248621000.0,0.00354,0.00784,0.4011883805117864,,1718160000.0,964141000.0,2292578000.0,988731000.0,1602898000.0,209246000.0,720890200.0,0.23915933998200514
コレックホールディングス,6578,サービス業,スタンダード（内国株式）,2025-02-28,東京都,2045265280,1.8392655,6468054000.0,220686000.0,0.06171,19944000.0,0.0235,0.16293,0.3678197386871311,,1861078000.0,1701626000.0,2719728000.0,792781000.0,1562885000.0,730000.0,859161000.0,0.42007313594058565
ログリー,6579,サービス業,グロース（内国株式）,2025-03-31,東京都,1346262016,2.9523373,1605189000.0,-162161000.0,-0.059949998,-189375000.0,-0.10705,-0.31394,0.43623136741373164,,629424000.0,614844000.0,963603000.0,263192000.0,754980000.0,94966000.0,400655200.0,0.2976056631163246
ライトアップ,6580,サービス業,グロース（内国株式）,2025-03-31,,14072466432,4.612411,4003770000.0,720720000.0,0.03931,485040000.0,0.14061,,0.7453931926635092,17.791452,1065765000.0,1061714000.0,3740374000.0,5785000.0,2722706000.0,51159000.0,2710420300.0,0.19260449567224805
三櫻工業,6584,輸送用機器,プライム（内国株式）,2025-03-31,東京都,31010226176,0.7197952,159538000000.0,4860000000.0,0.055910002,737000000.0,0.00261,0.0233,0.3779388413665932,6.198998,69051000000.0,41878000000.0,70348000000.0,39674000000.0,22692000000.0,6707000000.0,5991900000.0,0.1932233569014521
マキタ,6586,機械,プライム（内国株式）,2025-03-31,愛知県,1216993951744,1.337847,753130000000.0,107038000000.0,0.13969,79338000000.0,0.11076,,0.8368595377420303,18.697931,174029000000.0,138998000000.0,756437000000.0,10152000000.0,253279000000.0,35881000000.0,607524700000.0,0.4992010840558355
東芝テック,6588,電気機器,プライム（内国株式）,2025-03-31,東京都,154929512448,1.5083197,577023000000.0,20251000000.0,-0.01745,29937000000.0,0.03853,0.20797001,0.3120584575498526,11.790322,230690000000.0,169652000000.0,209574000000.0,40625000000.0,47945000000.0,37148000000.0,4887600000.0,0.03154724960256011
芝浦メカトロニクス,6590,電気機器,プライム（内国株式）,2025-03-31,神奈川県,208533946368,4.506017,80915000000.0,14136000000.0,0.18896,10328000000.0,0.12795,0.25736,0.49678719919365,21.365225,47928000000.0,38742000000.0,74154000000.0,8736000000.0,28478000000.0,,26226000000.0,0.12576369678305976
マブチモーター,6592,電気機器,プライム（内国株式）,2024-12-31,千葉県,309856468992,1.024995,196212000000.0,21645000000.0,0.11923,12831000000.0,0.047319997,0.029070001,0.9003602928541448,19.152905,35367000000.0,28823000000.0,238478000000.0,517000000.0,134944000000.0,12415000000.0,211801500000.0,0.6835471297049744
ニデック,6594,電気機器,プライム（内国株式）,2025-03-31,京都府,2908182020096,1.6914968,2607813000000.0,238116000000.0,0.09633,164365000000.0,0.060539998,,0.5169942755523053,13.382918,1579992000000.0,1065717000000.0,1628017000000.0,636046000000.0,246239000000.0,5973000000.0,52206100000.0,0.01795145545885627
ＨＰＣシステムズ,6597,電気機器,グロース（内国株式）,2024-06-30,東京都,7444685824,2.86004,6945329000.0,425980000.0,0.02957,299043000.0,0.05988,0.16621,0.522081165277957,16.7507,2277386000.0,1751702000.0,4412971000.0,1257910000.0,1834204000.0,51200000.0,2171425000.0,0.2916744979351327
エブレン,6599,電気機器,スタンダード（内国株式）,2025-03-31,東京都,3464542208,0.7240422,4025988000.0,464597000.0,0.12158,313410000.0,0.08116,0.06824,0.8106392698008293,,1117992000.0,706830000.0,4645755000.0,,2730393000.0,299918000.0,3737705600.0,1.0788454507407172
バルミューダ,6612,電気機器,グロース（内国株式）,2024-12-31,東京都,6937659392,1.7339809,12462000000.0,12000000.0,-0.03463,67000000.0,-0.031889997,-0.08681,0.7034940148819152,,1833000000.0,1807000000.0,5532000000.0,428000000.0,1345000000.0,,3699000000.0,0.5331769392232509
ＱＤレーザ,6613,電気機器,グロース（内国株式）,2025-03-31,神奈川県,14825152512,2.8911383,1308870000.0,-445690000.0,-0.28982002,-445768000.0,-0.27043,-0.07121,0.9479459006282025,114.516136,286603000.0,256096000.0,4554880000.0,0.0,3754424000.0,,4268277000.0,0.287907797005468
シキノハイテック,6614,電気機器,スタンダード（内国株式）,2025-03-31,富山県,3394338048,1.4692801,6516011000.0,56301000.0,-0.06978,-14584000.0,-0.00735,-0.02011,0.4565374634990813,5.2945204,2941510000.0,1568518000.0,3546848000.0,685083000.0,557141000.0,96584000.0,672946800.0,0.1982556806316069
ユー・エム・シー・エレクトロニクス,6615,電気機器,プライム（内国株式）,2025-03-31,埼玉県,7316331008,0.4855865,131938000000.0,2150000000.0,0.0046200003,-2508000000.0,-0.02234,-0.16027,0.20765762094912124,1.9159912,58311000000.0,46036000000.0,45732000000.0,31753000000.0,11559000000.0,,-12579000000.0,-1.7193043871642173
トレックス・セミコンダクター,6616,電気機器,プライム（内国株式）,2025-03-31,東京都,16461113344,0.9700671,23957700000.0,-632167000.0,0.02816,-2358567000.0,-0.10207,-0.12772,0.5177526789902809,17.095709,16207367000.0,7054217000.0,20836112000.0,12984430000.0,9429457000.0,1232434000.0,5491448800.0,0.3336012993314093
東光高岳,6617,電気機器,プライム（内国株式）,2025-03-31,東京都,47891841024,0.7796128,106624000000.0,6095000000.0,0.06385,3824000000.0,0.03961,0.070310004,0.5364269876464999,18.40839,47198000000.0,27025000000.0,70255000000.0,3710000000.0,13432000000.0,1359000000.0,24008300000.0,0.501302507622723
ダブル・スコープ,6619,電気機器,プライム（内国株式）,2025-01-31,東京都,11753947136,0.25979605,31047000000.0,-1008000000.0,-1.97983,-3713000000.0,0.0,,0.8267947202849582,3.5839894,10406000000.0,8492000000.0,6761000000.0,8313000000.0,262000000.0,38334000000.0,23188800000.0,1.972852160358738
宮越ホールディングス,6620,不動産業,プライム（内国株式）,2025-03-31,東京都,37213003776,1.4391295,1030000000.0,284000000.0,-0.042940002,365000000.0,0.26419002,0.00999,0.9119980597997436,,870000000.0,358000000.0,12794000000.0,,11844000000.0,,11924000000.0,0.32042562518670464
